Iter;Problem;QPU;Qubits;Searched;Dec;Bin;Expected;Obtained;Error
1;Grover_4num_5Q;ibm_brisbane;5;4;0;'00000;2628;356;2272
1;Grover_4num_5Q;ibm_brisbane;5;4;1;'00001;0;303;303
1;Grover_4num_5Q;ibm_brisbane;5;4;2;'00010;0;334;334
1;Grover_4num_5Q;ibm_brisbane;5;4;3;'00011;0;295;295
1;Grover_4num_5Q;ibm_brisbane;5;4;4;'00100;0;279;279
1;Grover_4num_5Q;ibm_brisbane;5;4;5;'00101;0;286;286
1;Grover_4num_5Q;ibm_brisbane;5;4;6;'00110;0;299;299
1;Grover_4num_5Q;ibm_brisbane;5;4;7;'00111;0;308;308
1;Grover_4num_5Q;ibm_brisbane;5;4;8;'01000;0;396;396
1;Grover_4num_5Q;ibm_brisbane;5;4;9;'01001;0;358;358
1;Grover_4num_5Q;ibm_brisbane;5;4;10;'01010;0;396;396
1;Grover_4num_5Q;ibm_brisbane;5;4;11;'01011;0;309;309
1;Grover_4num_5Q;ibm_brisbane;5;4;12;'01100;0;342;342
1;Grover_4num_5Q;ibm_brisbane;5;4;13;'01101;0;318;318
1;Grover_4num_5Q;ibm_brisbane;5;4;14;'01110;2628;373;2256
1;Grover_4num_5Q;ibm_brisbane;5;4;15;'01111;2628;333;2296
1;Grover_4num_5Q;ibm_brisbane;5;4;16;'10000;0;322;322
1;Grover_4num_5Q;ibm_brisbane;5;4;17;'10001;0;310;310
1;Grover_4num_5Q;ibm_brisbane;5;4;18;'10010;0;301;301
1;Grover_4num_5Q;ibm_brisbane;5;4;19;'10011;0;278;278
1;Grover_4num_5Q;ibm_brisbane;5;4;20;'10100;0;305;305
1;Grover_4num_5Q;ibm_brisbane;5;4;21;'10101;0;289;289
1;Grover_4num_5Q;ibm_brisbane;5;4;22;'10110;0;293;293
1;Grover_4num_5Q;ibm_brisbane;5;4;23;'10111;0;343;343
1;Grover_4num_5Q;ibm_brisbane;5;4;24;'11000;0;357;357
1;Grover_4num_5Q;ibm_brisbane;5;4;25;'11001;0;316;316
1;Grover_4num_5Q;ibm_brisbane;5;4;26;'11010;0;368;368
1;Grover_4num_5Q;ibm_brisbane;5;4;27;'11011;0;331;331
1;Grover_4num_5Q;ibm_brisbane;5;4;28;'11100;0;391;391
1;Grover_4num_5Q;ibm_brisbane;5;4;29;'11101;0;332;332
1;Grover_4num_5Q;ibm_brisbane;5;4;30;'11110;0;345;345
1;Grover_4num_5Q;ibm_brisbane;5;4;31;'11111;2628;348;2280
2;Grover_4num_5Q;ibm_brisbane;5;4;0;'00000;2628;304;2324
2;Grover_4num_5Q;ibm_brisbane;5;4;1;'00001;0;310;310
2;Grover_4num_5Q;ibm_brisbane;5;4;2;'00010;0;315;315
2;Grover_4num_5Q;ibm_brisbane;5;4;3;'00011;0;294;294
2;Grover_4num_5Q;ibm_brisbane;5;4;4;'00100;0;335;335
2;Grover_4num_5Q;ibm_brisbane;5;4;5;'00101;0;293;293
2;Grover_4num_5Q;ibm_brisbane;5;4;6;'00110;0;341;341
2;Grover_4num_5Q;ibm_brisbane;5;4;7;'00111;0;265;265
2;Grover_4num_5Q;ibm_brisbane;5;4;8;'01000;0;412;412
