Iter;Problem;QPU;Qubits;Searched;Dec;Bin;Expected;Obtained;Error
1;Greenoble_4num_5Q;ibm_brisbane;5;4;0;'00000;1473;128;1345
1;Greenoble_4num_5Q;ibm_brisbane;5;4;1;'00001;0;154;154
1;Greenoble_4num_5Q;ibm_brisbane;5;4;2;'00010;0;160;160
1;Greenoble_4num_5Q;ibm_brisbane;5;4;3;'00011;0;173;173
1;Greenoble_4num_5Q;ibm_brisbane;5;4;4;'00100;0;159;159
1;Greenoble_4num_5Q;ibm_brisbane;5;4;5;'00101;0;172;172
1;Greenoble_4num_5Q;ibm_brisbane;5;4;6;'00110;0;171;171
1;Greenoble_4num_5Q;ibm_brisbane;5;4;7;'00111;0;224;224
1;Greenoble_4num_5Q;ibm_brisbane;5;4;8;'01000;0;133;133
1;Greenoble_4num_5Q;ibm_brisbane;5;4;9;'01001;0;224;224
1;Greenoble_4num_5Q;ibm_brisbane;5;4;10;'01010;0;157;157
1;Greenoble_4num_5Q;ibm_brisbane;5;4;11;'01011;0;249;249
1;Greenoble_4num_5Q;ibm_brisbane;5;4;12;'01100;0;143;143
1;Greenoble_4num_5Q;ibm_brisbane;5;4;13;'01101;0;236;236
1;Greenoble_4num_5Q;ibm_brisbane;5;4;14;'01110;1473;180;1293
1;Greenoble_4num_5Q;ibm_brisbane;5;4;15;'01111;1473;259;1214
1;Greenoble_4num_5Q;ibm_brisbane;5;4;16;'10000;0;147;147
1;Greenoble_4num_5Q;ibm_brisbane;5;4;17;'10001;0;180;180
1;Greenoble_4num_5Q;ibm_brisbane;5;4;18;'10010;0;168;168
1;Greenoble_4num_5Q;ibm_brisbane;5;4;19;'10011;0;218;218
1;Greenoble_4num_5Q;ibm_brisbane;5;4;20;'10100;0;152;152
1;Greenoble_4num_5Q;ibm_brisbane;5;4;21;'10101;0;203;203
1;Greenoble_4num_5Q;ibm_brisbane;5;4;22;'10110;0;156;156
1;Greenoble_4num_5Q;ibm_brisbane;5;4;23;'10111;0;191;191
1;Greenoble_4num_5Q;ibm_brisbane;5;4;24;'11000;0;140;140
1;Greenoble_4num_5Q;ibm_brisbane;5;4;25;'11001;0;166;166
1;Greenoble_4num_5Q;ibm_brisbane;5;4;26;'11010;0;201;201
1;Greenoble_4num_5Q;ibm_brisbane;5;4;27;'11011;0;190;190
1;Greenoble_4num_5Q;ibm_brisbane;5;4;28;'11100;0;175;175
1;Greenoble_4num_5Q;ibm_brisbane;5;4;29;'11101;0;239;239
1;Greenoble_4num_5Q;ibm_brisbane;5;4;30;'11110;0;199;199
1;Greenoble_4num_5Q;ibm_brisbane;5;4;31;'11111;1473;245;1228
2;Greenoble_4num_5Q;ibm_brisbane;5;4;0;'00000;1473;159;1314
2;Greenoble_4num_5Q;ibm_brisbane;5;4;1;'00001;0;169;169
2;Greenoble_4num_5Q;ibm_brisbane;5;4;2;'00010;0;162;162
2;Greenoble_4num_5Q;ibm_brisbane;5;4;3;'00011;0;206;206
2;Greenoble_4num_5Q;ibm_brisbane;5;4;4;'00100;0;131;131
2;Greenoble_4num_5Q;ibm_brisbane;5;4;5;'00101;0;175;175
2;Greenoble_4num_5Q;ibm_brisbane;5;4;6;'00110;0;195;195
2;Greenoble_4num_5Q;ibm_brisbane;5;4;7;'00111;0;204;204
2;Greenoble_4num_5Q;ibm_brisbane;5;4;8;'01000;0;140;140
2;Greenoble_4num_5Q;ibm_brisbane;5;4;9;'01001;0;209;209
2;Greenoble_4num_5Q;ibm_brisbane;5;4;10;'01010;0;173;173
2;Greenoble_4num_5Q;ibm_brisbane;5;4;11;'01011;0;267;267
2;Greenoble_4num_5Q;ibm_brisbane;5;4;12;'01100;0;146;146
2;Greenoble_4num_5Q;ibm_brisbane;5;4;13;'01101;0;236;236
2;Greenoble_4num_5Q;ibm_brisbane;5;4;14;'01110;1473;179;1294
2;Greenoble_4num_5Q;ibm_brisbane;5;4;15;'01111;1473;224;1249
2;Greenoble_4num_5Q;ibm_brisbane;5;4;16;'10000;0;174;174
2;Greenoble_4num_5Q;ibm_brisbane;5;4;17;'10001;0;182;182
2;Greenoble_4num_5Q;ibm_brisbane;5;4;18;'10010;0;178;178
2;Greenoble_4num_5Q;ibm_brisbane;5;4;19;'10011;0;176;176
2;Greenoble_4num_5Q;ibm_brisbane;5;4;20;'10100;0;132;132
2;Greenoble_4num_5Q;ibm_brisbane;5;4;21;'10101;0;194;194
2;Greenoble_4num_5Q;ibm_brisbane;5;4;22;'10110;0;161;161
2;Greenoble_4num_5Q;ibm_brisbane;5;4;23;'10111;0;184;184
2;Greenoble_4num_5Q;ibm_brisbane;5;4;24;'11000;0;146;146
2;Greenoble_4num_5Q;ibm_brisbane;5;4;25;'11001;0;185;185
2;Greenoble_4num_5Q;ibm_brisbane;5;4;26;'11010;0;185;185
2;Greenoble_4num_5Q;ibm_brisbane;5;4;27;'11011;0;204;204
2;Greenoble_4num_5Q;ibm_brisbane;5;4;28;'11100;0;187;187
2;Greenoble_4num_5Q;ibm_brisbane;5;4;29;'11101;0;186;186
2;Greenoble_4num_5Q;ibm_brisbane;5;4;30;'11110;0;224;224
2;Greenoble_4num_5Q;ibm_brisbane;5;4;31;'11111;1473;219;1254
3;Greenoble_4num_5Q;ibm_brisbane;5;4;0;'00000;1473;120;1353
3;Greenoble_4num_5Q;ibm_brisbane;5;4;1;'00001;0;173;173
3;Greenoble_4num_5Q;ibm_brisbane;5;4;2;'00010;0;159;159
3;Greenoble_4num_5Q;ibm_brisbane;5;4;3;'00011;0;176;176
3;Greenoble_4num_5Q;ibm_brisbane;5;4;4;'00100;0;159;159
3;Greenoble_4num_5Q;ibm_brisbane;5;4;5;'00101;0;145;145
3;Greenoble_4num_5Q;ibm_brisbane;5;4;6;'00110;0;188;188
3;Greenoble_4num_5Q;ibm_brisbane;5;4;7;'00111;0;183;183
3;Greenoble_4num_5Q;ibm_brisbane;5;4;8;'01000;0;156;156
3;Greenoble_4num_5Q;ibm_brisbane;5;4;9;'01001;0;233;233
3;Greenoble_4num_5Q;ibm_brisbane;5;4;10;'01010;0;181;181
3;Greenoble_4num_5Q;ibm_brisbane;5;4;11;'01011;0;247;247
3;Greenoble_4num_5Q;ibm_brisbane;5;4;12;'01100;0;152;152
3;Greenoble_4num_5Q;ibm_brisbane;5;4;13;'01101;0;204;204
3;Greenoble_4num_5Q;ibm_brisbane;5;4;14;'01110;1473;174;1299
3;Greenoble_4num_5Q;ibm_brisbane;5;4;15;'01111;1473;236;1237
3;Greenoble_4num_5Q;ibm_brisbane;5;4;16;'10000;0;146;146
3;Greenoble_4num_5Q;ibm_brisbane;5;4;17;'10001;0;200;200
3;Greenoble_4num_5Q;ibm_brisbane;5;4;18;'10010;0;160;160
3;Greenoble_4num_5Q;ibm_brisbane;5;4;19;'10011;0;183;183
3;Greenoble_4num_5Q;ibm_brisbane;5;4;20;'10100;0;163;163
3;Greenoble_4num_5Q;ibm_brisbane;5;4;21;'10101;0;185;185
3;Greenoble_4num_5Q;ibm_brisbane;5;4;22;'10110;0;174;174
3;Greenoble_4num_5Q;ibm_brisbane;5;4;23;'10111;0;197;197
3;Greenoble_4num_5Q;ibm_brisbane;5;4;24;'11000;0;147;147
3;Greenoble_4num_5Q;ibm_brisbane;5;4;25;'11001;0;188;188
3;Greenoble_4num_5Q;ibm_brisbane;5;4;26;'11010;0;206;206
3;Greenoble_4num_5Q;ibm_brisbane;5;4;27;'11011;0;219;219
3;Greenoble_4num_5Q;ibm_brisbane;5;4;28;'11100;0;157;157
3;Greenoble_4num_5Q;ibm_brisbane;5;4;29;'11101;0;202;202
3;Greenoble_4num_5Q;ibm_brisbane;5;4;30;'11110;0;210;210
3;Greenoble_4num_5Q;ibm_brisbane;5;4;31;'11111;1473;269;1204
4;Greenoble_4num_5Q;ibm_brisbane;5;4;0;'00000;1473;132;1341
4;Greenoble_4num_5Q;ibm_brisbane;5;4;1;'00001;0;178;178
4;Greenoble_4num_5Q;ibm_brisbane;5;4;2;'00010;0;175;175
4;Greenoble_4num_5Q;ibm_brisbane;5;4;3;'00011;0;195;195
4;Greenoble_4num_5Q;ibm_brisbane;5;4;4;'00100;0;156;156
4;Greenoble_4num_5Q;ibm_brisbane;5;4;5;'00101;0;171;171
4;Greenoble_4num_5Q;ibm_brisbane;5;4;6;'00110;0;178;178
4;Greenoble_4num_5Q;ibm_brisbane;5;4;7;'00111;0;213;213
