Iter;Problem;QPU;Qubits;Searched;Dec;Bin;Expected;Obtained;Error
1;Greenoble_2num_5Q;ibm_brisbane;5;2;0;'00000;2034;517;1516
1;Greenoble_2num_5Q;ibm_brisbane;5;2;1;'00001;0;81;81
1;Greenoble_2num_5Q;ibm_brisbane;5;2;2;'00010;0;115;115
1;Greenoble_2num_5Q;ibm_brisbane;5;2;3;'00011;0;32;32
1;Greenoble_2num_5Q;ibm_brisbane;5;2;4;'00100;0;247;247
1;Greenoble_2num_5Q;ibm_brisbane;5;2;5;'00101;0;48;48
1;Greenoble_2num_5Q;ibm_brisbane;5;2;6;'00110;0;58;58
1;Greenoble_2num_5Q;ibm_brisbane;5;2;7;'00111;0;13;13
1;Greenoble_2num_5Q;ibm_brisbane;5;2;8;'01000;0;234;234
1;Greenoble_2num_5Q;ibm_brisbane;5;2;9;'01001;0;61;61
1;Greenoble_2num_5Q;ibm_brisbane;5;2;10;'01010;0;58;58
1;Greenoble_2num_5Q;ibm_brisbane;5;2;11;'01011;0;10;10
1;Greenoble_2num_5Q;ibm_brisbane;5;2;12;'01100;0;322;322
1;Greenoble_2num_5Q;ibm_brisbane;5;2;13;'01101;0;64;64
1;Greenoble_2num_5Q;ibm_brisbane;5;2;14;'01110;0;65;65
1;Greenoble_2num_5Q;ibm_brisbane;5;2;15;'01111;0;26;26
1;Greenoble_2num_5Q;ibm_brisbane;5;2;16;'10000;0;42;42
1;Greenoble_2num_5Q;ibm_brisbane;5;2;17;'10001;0;72;72
1;Greenoble_2num_5Q;ibm_brisbane;5;2;18;'10010;0;56;56
1;Greenoble_2num_5Q;ibm_brisbane;5;2;19;'10011;0;106;106
1;Greenoble_2num_5Q;ibm_brisbane;5;2;20;'10100;0;32;32
1;Greenoble_2num_5Q;ibm_brisbane;5;2;21;'10101;0;63;63
1;Greenoble_2num_5Q;ibm_brisbane;5;2;22;'10110;0;28;28
1;Greenoble_2num_5Q;ibm_brisbane;5;2;23;'10111;0;68;68
1;Greenoble_2num_5Q;ibm_brisbane;5;2;24;'11000;0;178;178
1;Greenoble_2num_5Q;ibm_brisbane;5;2;25;'11001;0;294;294
1;Greenoble_2num_5Q;ibm_brisbane;5;2;26;'11010;0;174;174
1;Greenoble_2num_5Q;ibm_brisbane;5;2;27;'11011;0;348;348
1;Greenoble_2num_5Q;ibm_brisbane;5;2;28;'11100;0;124;124
1;Greenoble_2num_5Q;ibm_brisbane;5;2;29;'11101;0;209;209
1;Greenoble_2num_5Q;ibm_brisbane;5;2;30;'11110;0;93;93
1;Greenoble_2num_5Q;ibm_brisbane;5;2;31;'11111;2034;229;1804
2;Greenoble_2num_5Q;ibm_brisbane;5;2;0;'00000;2034;442;1592
2;Greenoble_2num_5Q;ibm_brisbane;5;2;1;'00001;0;94;94
2;Greenoble_2num_5Q;ibm_brisbane;5;2;2;'00010;0;120;120
2;Greenoble_2num_5Q;ibm_brisbane;5;2;3;'00011;0;18;18
2;Greenoble_2num_5Q;ibm_brisbane;5;2;4;'00100;0;273;273
2;Greenoble_2num_5Q;ibm_brisbane;5;2;5;'00101;0;64;64
2;Greenoble_2num_5Q;ibm_brisbane;5;2;6;'00110;0;85;85
2;Greenoble_2num_5Q;ibm_brisbane;5;2;7;'00111;0;16;16
2;Greenoble_2num_5Q;ibm_brisbane;5;2;8;'01000;0;202;202
2;Greenoble_2num_5Q;ibm_brisbane;5;2;9;'01001;0;53;53
2;Greenoble_2num_5Q;ibm_brisbane;5;2;10;'01010;0;76;76
2;Greenoble_2num_5Q;ibm_brisbane;5;2;11;'01011;0;16;16
2;Greenoble_2num_5Q;ibm_brisbane;5;2;12;'01100;0;341;341
2;Greenoble_2num_5Q;ibm_brisbane;5;2;13;'01101;0;82;82
2;Greenoble_2num_5Q;ibm_brisbane;5;2;14;'01110;0;85;85
2;Greenoble_2num_5Q;ibm_brisbane;5;2;15;'01111;0;28;28
2;Greenoble_2num_5Q;ibm_brisbane;5;2;16;'10000;0;54;54
2;Greenoble_2num_5Q;ibm_brisbane;5;2;17;'10001;0;79;79
2;Greenoble_2num_5Q;ibm_brisbane;5;2;18;'10010;0;36;36
2;Greenoble_2num_5Q;ibm_brisbane;5;2;19;'10011;0;102;102
2;Greenoble_2num_5Q;ibm_brisbane;5;2;20;'10100;0;34;34
2;Greenoble_2num_5Q;ibm_brisbane;5;2;21;'10101;0;65;65
2;Greenoble_2num_5Q;ibm_brisbane;5;2;22;'10110;0;36;36
2;Greenoble_2num_5Q;ibm_brisbane;5;2;23;'10111;0;49;49
2;Greenoble_2num_5Q;ibm_brisbane;5;2;24;'11000;0;160;160
2;Greenoble_2num_5Q;ibm_brisbane;5;2;25;'11001;0;332;332
2;Greenoble_2num_5Q;ibm_brisbane;5;2;26;'11010;0;202;202
2;Greenoble_2num_5Q;ibm_brisbane;5;2;27;'11011;0;383;383
2;Greenoble_2num_5Q;ibm_brisbane;5;2;28;'11100;0;96;96
2;Greenoble_2num_5Q;ibm_brisbane;5;2;29;'11101;0;157;157
2;Greenoble_2num_5Q;ibm_brisbane;5;2;30;'11110;0;113;113
